Name,Set,Set Code,Image URL
Teal Mask Ogerpon ex,25/167,sv6,https://images.pokemontcg.io/sv6/25_hires.png
Dragapult ex,130/167,sv6,https://images.pokemontcg.io/sv6/130_hires.png
Hisuian Goodra VSTAR,136/196,swsh11,https://images.pokemontcg.io/swsh11/136_hires.png
Giratina VSTAR,131/196,swsh11,https://images.pokemontcg.io/swsh11/131_hires.png
Fezandipiti ex,38/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/38_hires.png
Mew ex,151/165,sv3pt5,https://images.pokemontcg.io/sv3pt5/151_hires.png
Squawkabilly ex,169/193,sv2,https://images.pokemontcg.io/sv2/169_hires.png
Kyurem,47/64,sm75,https://images.pokemontcg.io/sm75/47_hires.png
Hawlucha,127/172,swsh9,https://images.pokemontcg.io/swsh9/127_hires.png
Professor's Research,147/172,swsh9,https://images.pokemontcg.io/swsh9/147_hires.png
Iono,185/193,sv2,https://images.pokemontcg.io/sv2/185_hires.png
Boss's Orders,132/172,swsh9,https://images.pokemontcg.io/swsh9/132_hires.png
Ultra Ball,150/172,swsh9,https://images.pokemontcg.io/swsh9/150_hires.png
Nest Ball,181/198,sv1,https://images.pokemontcg.io/sv1/181_hires.png
Energy Switch,129/159,sm7,https://images.pokemontcg.io/sm7/129_hires.png
Earthen Vessel,163/182,sv4,https://images.pokemontcg.io/sv4/163_hires.png
Prime Catcher,157/162,sv5,https://images.pokemontcg.io/sv5/157_hires.png
Switch,144/159,swsh12pt5,https://images.pokemontcg.io/swsh12pt5/144_hires.png
Superior Energy Retrieval,189/193,sv2,https://images.pokemontcg.io/sv2/189_hires.png
Super Rod,188/193,sv2,https://images.pokemontcg.io/sv2/188_hires.png
Canceling Cologne,136/189,swsh10,https://images.pokemontcg.io/swsh10/136_hires.png
Temple of Sinnoh,155/189,swsh10,https://images.pokemontcg.io/swsh10/155_hires.png
Gardevoir ex,86/198,sv1,https://images.pokemontcg.io/sv1/86_hires.png
Kirlia,85/198,sv1,https://images.pokemontcg.io/sv1/85_hires.png
Ralts,84/198,sv1,https://images.pokemontcg.io/sv1/84_hires.png
Munkidori,95/167,sv6,https://images.pokemontcg.io/sv6/95_hires.png
Fezandipiti ex,38/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/38_hires.png
Flutter Mane,78/162,sv5,https://images.pokemontcg.io/sv5/78_hires.png
Mew ex,151/165,sv3pt5,https://images.pokemontcg.io/sv3pt5/151_hires.png
Scream Tail,86/182,sv4,https://images.pokemontcg.io/sv4/86_hires.png
Lillie's Clefairy ex,56/159,sv9,https://images.pokemontcg.io/sv9/56_hires.png
Iono,185/193,sv2,https://images.pokemontcg.io/sv2/185_hires.png
Professor's Research,189/198,sv1,https://images.pokemontcg.io/sv1/189_hires.png
Arven,166/198,sv1,https://images.pokemontcg.io/sv1/166_hires.png
Artazon,171/193,sv2,https://images.pokemontcg.io/sv2/171_hires.png
Ultra Ball,196/198,sv1,https://images.pokemontcg.io/sv1/196_hires.png
Earthen Vessel,163/182,sv4,https://images.pokemontcg.io/sv4/163_hires.png
Counter Catcher,160/182,sv4,https://images.pokemontcg.io/sv4/160_hires.png
Nest Ball,181/198,sv1,https://images.pokemontcg.io/sv1/181_hires.png
Night Stretcher,61/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/61_hires.png
Rare Candy,191/198,sv1,https://images.pokemontcg.io/sv1/191_hires.png
Secret Box,163/167,sv6,https://images.pokemontcg.io/sv6/163_hires.png
Super Rod,188/193,sv2,https://images.pokemontcg.io/sv2/188_hires.png
Technical Machine: Evolution,178/182,sv4,https://images.pokemontcg.io/sv4/178_hires.png
Bravery Charm,173/193,sv2,https://images.pokemontcg.io/sv2/173_hires.png
Technical Machine: Devolution,177/182,sv4,https://images.pokemontcg.io/sv4/177_hires.png
Gholdengo ex,139/182,sv4,https://images.pokemontcg.io/sv4/139_hires.png
Gimmighoul,97/191,sv8,https://images.pokemontcg.io/sv8/97_hires.png
Iron Hands ex,70/182,sv4,https://images.pokemontcg.io/sv4/70_hires.png
Genesect ex,67/86,zsv10pt5,https://images.pokemontcg.io/zsv10pt5/67_hires.png
Joltik,50/142,bw8,https://images.pokemontcg.io/bw8/50_hires.png
Miraidon ex,81/198,sv1,https://images.pokemontcg.io/sv1/81_hires.png
Pikachu ex,57/191,sv8,https://images.pokemontcg.io/sv8/57_hires.png
Fezandipiti ex,38/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/38_hires.png
Latias ex,76/191,sv8,https://images.pokemontcg.io/sv8/76_hires.png
Arven,166/198,sv1,https://images.pokemontcg.io/sv1/166_hires.png
Boss's Orders,172/193,sv2,https://images.pokemontcg.io/sv2/172_hires.png
Brock's Scouting,146/159,sv9,https://images.pokemontcg.io/sv9/146_hires.png
Professor Turo's Scenario,171/182,sv4,https://images.pokemontcg.io/sv4/171_hires.png
Team Rocket's Petrel,176/182,sv10,https://images.pokemontcg.io/sv10/176_hires.png
Levincia,150/159,sv9,https://images.pokemontcg.io/sv9/150_hires.png
Nest Ball,181/198,sv1,https://images.pokemontcg.io/sv1/181_hires.png
Superior Energy Retrieval,189/193,sv2,https://images.pokemontcg.io/sv2/189_hires.png
Buddy-Buddy Poffin,144/162,sv5,https://images.pokemontcg.io/sv5/144_hires.png
Earthen Vessel,163/182,sv4,https://images.pokemontcg.io/sv4/163_hires.png
Pokégear 3.0,186/198,sv1,https://images.pokemontcg.io/sv1/186_hires.png
Prime Catcher,157/162,sv5,https://images.pokemontcg.io/sv5/157_hires.png
Air Balloon,79/86,zsv10pt5,https://images.pokemontcg.io/zsv10pt5/79_hires.png
Bravery Charm,173/193,sv2,https://images.pokemontcg.io/sv2/173_hires.png
Raging Bolt ex,123/162,sv5,https://images.pokemontcg.io/sv5/123_hires.png
Teal Mask Ogerpon ex,25/167,sv6,https://images.pokemontcg.io/sv6/25_hires.png
Noctowl,115/142,sv7,https://images.pokemontcg.io/sv7/115_hires.png
Hoothoot,114/142,sv7,https://images.pokemontcg.io/sv7/114_hires.png
Fan Rotom,118/142,sv7,https://images.pokemontcg.io/sv7/118_hires.png
Koraidon,116/191,sv8,https://images.pokemontcg.io/sv8/116_hires.png
Raging Bolt,111/142,sv7,https://images.pokemontcg.io/sv7/111_hires.png
Fezandipiti ex,38/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/38_hires.png
Latias ex,76/191,sv8,https://images.pokemontcg.io/sv8/76_hires.png
Ditto,132/165,sv3pt5,https://images.pokemontcg.io/sv3pt5/132_hires.png
Squawkabilly ex,169/193,sv2,https://images.pokemontcg.io/sv2/169_hires.png
Professor Sada's Vitality,170/182,sv4,https://images.pokemontcg.io/sv4/170_hires.png
Boss's Orders,172/193,sv2,https://images.pokemontcg.io/sv2/172_hires.png
Crispin,133/142,sv7,https://images.pokemontcg.io/sv7/133_hires.png
Iono,185/193,sv2,https://images.pokemontcg.io/sv2/185_hires.png
Professor Turo's Scenario,171/182,sv4,https://images.pokemontcg.io/sv4/171_hires.png
Area Zero Underdepths,131/142,sv7,https://images.pokemontcg.io/sv7/131_hires.png
Jamming Tower,153/167,sv6,https://images.pokemontcg.io/sv6/153_hires.png
Nest Ball,181/198,sv1,https://images.pokemontcg.io/sv1/181_hires.png
Ultra Ball,196/198,sv1,https://images.pokemontcg.io/sv1/196_hires.png
Earthen Vessel,163/182,sv4,https://images.pokemontcg.io/sv4/163_hires.png
Night Stretcher,61/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/61_hires.png
Energy Switch,173/198,sv1,https://images.pokemontcg.io/sv1/173_hires.png
Prime Catcher,157/162,sv5,https://images.pokemontcg.io/sv5/157_hires.png
Dragapult ex,130/167,sv6,https://images.pokemontcg.io/sv6/130_hires.png
Drakloak,129/167,swsh8,https://images.pokemontcg.io/swsh8/129_hires.png
Dreepy,128/167,swsh8,https://images.pokemontcg.io/swsh8/128_hires.png
Dusknoir,20/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/20_hires.png
Dusclops,19/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/19_hires.png
Duskull,18/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/18_hires.png
Budew,4/131,sv8pt5,https://images.pokemontcg.io/sv8pt5/4_hires.png
Fezandipiti ex,38/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/38_hires.png
Genesect,40/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/40_hires.png
Hawlucha,118/198,sv1,https://images.pokemontcg.io/sv1/118_hires.png
Munkidori,95/167,sv6,https://images.pokemontcg.io/sv6/95_hires.png
Iono,185/193,sv2,https://images.pokemontcg.io/sv2/185_hires.png
Professor's Research,189/198,sv1,https://images.pokemontcg.io/sv1/189_hires.png
Arven,166/198,sv1,https://images.pokemontcg.io/sv1/166_hires.png
Boss's Orders,172/193,sv2,https://images.pokemontcg.io/sv2/172_hires.png
Brock's Scouting,146/159,sv9,https://images.pokemontcg.io/sv9/146_hires.png
Hilda,84/86,rsv10pt5,https://images.pokemontcg.io/rsv10pt5/84_hires.png
Jamming Tower,153/167,sv6,https://images.pokemontcg.io/sv6/153_hires.png
Buddy-Buddy Poffin,144/162,sv5,https://images.pokemontcg.io/sv5/144_hires.png
Ultra Ball,196/198,sv1,https://images.pokemontcg.io/sv1/196_hires.png
Counter Catcher,160/182,sv4,https://images.pokemontcg.io/sv4/160_hires.png
Night Stretcher,61/64,sv6pt5,https://images.pokemontcg.io/sv6pt5/61_hires.png
Rare Candy,191/198,sv1,https://images.pokemontcg.io/sv1/191_hires.png
Air Balloon,79/86,zsv10pt5,https://images.pokemontcg.io/zsv10pt5/79_hires.png
Luminous Energy,191/193,sv2,https://images.pokemontcg.io/sv2/191_hires.png
Neo Upper Energy,162/162,sv5,https://images.pokemontcg.io/sv5/162_hires.png
